"DEPARTAMENTO","MUNICIPIO","CODIGO DANE","CLASE BIEN","FECHA HECHO","CANTIDAD"
"CESAR","Valledupar (CT)","20001000","MOTOCICLETA","01/01/2010","1"
"VALLE","Tuluá","76834000","MOTOCICLETA","01/01/2010","1"
"BOYACÁ","Tunja (CT)","15001000","MOTOCICLETA","01/01/2010","1"
"CÓRDOBA","Lorica","23417000","MOTOCICLETA","01/01/2010","1"
"RISARALDA","Pereira (CT)","66001000","MOTOCICLETA","01/01/2010","1"
"TOLIMA","Ibagué (CT)","73001000","MOTOCICLETA","01/01/2010","1"
"CÓRDOBA","Sahagún","23660000","MOTOCICLETA","01/01/2010","1"
"NORTE DE SANTANDER","Ocaña","54498000","MOTOCICLETA","01/01/2010","1"
"NARIÑO","Ipiales","52356000","MOTOCICLETA","01/01/2010","1"
"ATLÁNTICO","Malambo","08433000","MOTOCICLETA","01/01/2010","1"
"VALLE","Tuluá","76834000","MOTOCICLETA","01/01/2010","1"
"CÓRDOBA","Los Córdobas","23419000","MOTOCICLETA","01/01/2010","1"
"CÓRDOBA","Montería (CT)","23001000","MOTOCICLETA","01/01/2010","1"
"CALDAS","Manizales (CT)","17001000","MOTOCICLETA","01/01/2010","1"
"RISARALDA","La Virginia","66400000","MOTOCICLETA","01/01/2010","1"
"CESAR","Valledupar (CT)","20001000","MOTOCICLETA","01/01/2010","1"
"CÓRDOBA","Montería (CT)","23001000","MOTOCICLETA","01/01/2010","1"
"NARIÑO","Pasto (CT)","52001000","AUTOMOVIL","01/01/2010","1"
"CALDAS","Manizales (CT)","17001000","CAMIONETA","01/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","CAMIONETA","01/01/2010","1"
"ANTIOQUIA","Bello","05088000","AUTOMOVIL","01/01/2010","1"
"ANTIOQUIA","Bello","05088000","CAMION","01/01/2010","1"
"CALDAS","Manizales (CT)","17001000","MOTOCICLETA","02/01/2010","1"
"NARIÑO","Guaitarilla","52320000","MOTOCICLETA","02/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","02/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","02/01/2010","1"
"ARAUCA","Saravena","81736000","MOTOCICLETA","02/01/2010","1"
"ATLÁNTICO","Malambo","08433000","MOTOCICLETA","02/01/2010","1"
"NARIÑO","Pasto (CT)","52001000","MOTOCICLETA","02/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","02/01/2010","1"
"SANTANDER","Floridablanca","68276000","MOTOCICLETA","02/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","02/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","02/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","02/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","02/01/2010","1"
"BOLÍVAR","Santa Rosa del Sur","13688000","MOTOCICLETA","02/01/2010","1"
"VALLE","Guadalajara de Buga","76111000","MOTOCICLETA","02/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001005","MOTOCICLETA","02/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","02/01/2010","1"
"CALDAS","Manizales (CT)","17001000","MOTOCICLETA","02/01/2010","1"
"CALDAS","Manizales (CT)","17001000","MOTOCICLETA","02/01/2010","1"
"NARIÑO","Pasto (CT)","52001000","MOTOCICLETA","02/01/2010","1"
"BOLÍVAR","San Juan Nepomuceno","13657000","MOTOCICLETA","02/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","MOTOCICLETA","02/01/2010","1"
"TOLIMA","Ibagué (CT)","73001000","MOTOCICLETA","02/01/2010","1"
"META","San Juan de Arama","50683000","MOTOCICLETA","02/01/2010","1"
"VALLE","Cali (CT)","76001000","AUTOMOVIL","02/01/2010","1"
"ANTIOQUIA","Sabaneta","05631000","AUTOMOVIL","02/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","02/01/2010","1"
"VALLE","Tuluá","76834000","VOLQUETA","02/01/2010","1"
"SANTANDER","Tona","68820001","CAMPERO","02/01/2010","1"
"VALLE","Cali (CT)","76001000","AUTOMOVIL","02/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","02/01/2010","1"
"CUNDINAMARCA","Soacha","25754000","CAMPERO","02/01/2010","1"
"CAUCA","Santander de Quilichao","19698007","TRACTO_CAMION","02/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","TAXI","02/01/2010","1"
"CUNDINAMARCA","Madrid","25430000","AUTOMOVIL","02/01/2010","1"
"CESAR","Valledupar (CT)","20001000","MOTOCICLETA","03/01/2010","1"
"VALLE","Pradera","76563000","MOTOCICLETA","03/01/2010","1"
"BOLÍVAR","El Carmen de Bolívar","13244000","MOTOCICLETA","03/01/2010","1"
"HUILA","Pitalito","41551001","MOTOCICLETA","03/01/2010","1"
"VALLE","Guadalajara de Buga","76111000","MOTOCICLETA","03/01/2010","1"
"VALLE","Jamundí","76364000","MOTOCICLETA","03/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","MOTOCICLETA","03/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","MOTOCICLETA","03/01/2010","1"
"CUNDINAMARCA","Soacha","25754000","MOTOCICLETA","03/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","MOTOCICLETA","03/01/2010","1"
"NARIÑO","Ipiales","52356000","MOTOCICLETA","03/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","MOTOCICLETA","03/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","03/01/2010","1"
"HUILA","La Plata","41396000","MOTOCICLETA","03/01/2010","1"
"RISARALDA","Dosquebradas","66170000","MOTOCICLETA","03/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","03/01/2010","1"
"NARIÑO","Pasto (CT)","52001000","MOTOCICLETA","03/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","03/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","03/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","MOTOCICLETA","03/01/2010","1"
"NARIÑO","Ipiales","52356000","MOTOCICLETA","03/01/2010","1"
"NARIÑO","Ipiales","52356000","MOTOCICLETA","03/01/2010","1"
"NARIÑO","Pasto (CT)","52001000","AUTOMOVIL","03/01/2010","1"
"ANTIOQUIA","Yarumal","05887000","CAMION","03/01/2010","1"
"VALLE","Palmira","76520000","AUTOMOVIL","03/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","AUTOMOVIL","03/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","AUTOMOVIL","03/01/2010","1"
"ANTIOQUIA","Bello","05088000","CAMIONETA","03/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","AUTOMOVIL","03/01/2010","1"
"NARIÑO","Pasto (CT)","52001000","AUTOMOVIL","03/01/2010","1"
"CUNDINAMARCA","Fusagasugá","25290000","CAMION","03/01/2010","1"
"CAQUETÁ","Florencia (CT)","18001000","AUTOMOVIL","03/01/2010","1"
"NARIÑO","Ipiales","52356000","AUTOMOVIL","03/01/2010","1"
"ANTIOQUIA","Yarumal","05887000","CAMION","03/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","AUTOMOVIL","03/01/2010","1"
"SUCRE","Coveñas","70221000","CAMION","03/01/2010","1"
"CASANARE","Yopal (CT)","85001000","CAMIONETA","03/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","03/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","AUTOMOVIL","03/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","AUTOMOVIL","03/01/2010","1"
"ANTIOQUIA","Marinilla","05440000","MOTOCICLETA","04/01/2010","1"
"NARIÑO","Cumbal","52227000","MOTOCICLETA","04/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","MOTOCICLETA","04/01/2010","1"
"PUTUMAYO","Villagarzón","86885000","MOTOCICLETA","04/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","04/01/2010","1"
"QUINDÍO","Armenia (CT)","63001000","MOTOCICLETA","04/01/2010","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","MOTOCICLETA","04/01/2010","1"
"CALDAS","Manizales (CT)","17001000","MOTOCICLETA","04/01/2010","1"
"NARIÑO","Gualmatán","52323000","MOTOCICLETA","04/01/2010","1"
"CASANARE","Yopal (CT)","85001000","MOTOCICLETA","04/01/2010","1"
"VALLE","Zarzal","76895000","MOTOCICLETA","04/01/2010","1"
"CASANARE","Yopal (CT)","85001000","MOTOCICLETA","04/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","04/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","04/01/2010","1"
"QUINDÍO","Armenia (CT)","63001000","MOTOCICLETA","04/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","04/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","04/01/2010","1"
"VALLE","Palmira","76520000","MOTOCICLETA","04/01/2010","1"
"BOYACÁ","Puerto Boyacá","15572000","MOTOCICLETA","04/01/2010","1"
"NARIÑO","Taminango","52786019","MOTOCICLETA","04/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","04/01/2010","1"
"NARIÑO","San Andres de Tumaco","52835000","MOTOCICLETA","04/01/2010","1"
"VALLE","Tuluá","76834000","MOTOCICLETA","04/01/2010","1"
"VALLE","Tuluá","76834000","MOTOCICLETA","04/01/2010","1"
"CAQUETÁ","Florencia (CT)","18001000","MOTOCICLETA","04/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","MOTOCICLETA","04/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","MOTOCICLETA","04/01/2010","1"
"SANTANDER","Piedecuesta","68547000","MOTOCICLETA","04/01/2010","1"
"HUILA","Neiva (CT)","41001000","MOTOCICLETA","04/01/2010","1"
"VALLE","Tuluá","76834000","MOTOCICLETA","04/01/2010","1"
"CUNDINAMARCA","Soacha","25754000","AUTOMOVIL","04/01/2010","1"
"CUNDINAMARCA","Madrid","25430000","CAMION","04/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","TAXI","04/01/2010","1"
"VALLE","San Pedro","76670000","TRACTO_CAMION","04/01/2010","1"
"CALDAS","Manizales (CT)","17001000","CAMIONETA","04/01/2010","1"
"BOLÍVAR","María La Baja","13442017","AUTOMOVIL","04/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","04/01/2010","1"
"VALLE","Cali (CT)","76001000","AUTOMOVIL","04/01/2010","1"
"NARIÑO","Pasto (CT)","52001000","AUTOMOVIL","04/01/2010","1"
"NARIÑO","Pasto (CT)","52001000","AUTOMOVIL","04/01/2010","1"
"VALLE","Cali (CT)","76001000","AUTOMOVIL","04/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","04/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","05/01/2010","1"
"CÓRDOBA","San Pelayo","23686000","MOTOCICLETA","05/01/2010","1"
"CESAR","Valledupar (CT)","20001000","MOTOCICLETA","05/01/2010","1"
"CUNDINAMARCA","Madrid","25430000","MOTOCICLETA","05/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","05/01/2010","1"
"ANTIOQUIA","Segovia","05736000","MOTOCICLETA","05/01/2010","1"
"MAGDALENA","Ciénaga","47189000","MOTOCICLETA","05/01/2010","1"
"CESAR","Valledupar (CT)","20001000","MOTOCICLETA","05/01/2010","1"
"HUILA","Neiva (CT)","41001000","MOTOCICLETA","05/01/2010","1"
"BOLÍVAR","Cartagena (CT)","13001000","MOTOCICLETA","05/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","05/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","05/01/2010","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","MOTOCICLETA","05/01/2010","1"
"VALLE","Cartago","76147000","MOTOCICLETA","05/01/2010","1"
"META","Villavicencio (CT)","50001000","MOTOCICLETA","05/01/2010","1"
"NARIÑO","Túquerres","52838000","MOTOCICLETA","05/01/2010","1"
"CÓRDOBA","Chinú","23182000","MOTOCICLETA","05/01/2010","1"
"CÓRDOBA","Sahagún","23660000","MOTOCICLETA","05/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","MOTOCICLETA","05/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","05/01/2010","1"
"RISARALDA","Dosquebradas","66170000","MOTOCICLETA","05/01/2010","1"
"CÓRDOBA","Purísima","23586000","MOTOCICLETA","05/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","AUTOMOVIL","05/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","AUTOMOVIL","05/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","CAMIONETA","05/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","AUTOMOVIL","05/01/2010","1"
"VALLE","Yumbo","76892000","TAXI","05/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","AUTOMOVIL","05/01/2010","1"
"CUNDINAMARCA","Facatativá","25269003","TRACTO_CAMION","05/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","AUTOMOVIL","05/01/2010","1"
"VALLE","Buenaventura","76109000","VEHICULO-PANEL","05/01/2010","1"
"NARIÑO","Pasto (CT)","52001000","AUTOMOVIL","05/01/2010","1"
"RISARALDA","Dosquebradas","66170000","AUTOMOVIL","05/01/2010","1"
"CUNDINAMARCA","Girardot","25307000","AUTOMOVIL","05/01/2010","1"
"CÓRDOBA","San Pelayo","23686000","VEHICULO-PANEL","05/01/2010","1"
"CÓRDOBA","Montería (CT)","23001000","BUSETA","05/01/2010","1"
"VALLE","Buenaventura","76109000","TRACTO_CAMION","05/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","AUTOMOVIL","05/01/2010","1"
"ANTIOQUIA","Rionegro","05615000","AUTOMOVIL","05/01/2010","1"
"NARIÑO","Taminango","52786018","AUTOMOVIL","05/01/2010","1"
"VALLE","Cali (CT)","76001000","CAMIONETA","05/01/2010","1"
"VALLE","Palmira","76520000","CAMIONETA","05/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","05/01/2010","1"
"NORTE DE SANTANDER","Cúcuta (CT)","54001000","AUTOMOVIL","05/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","CAMIONETA","05/01/2010","1"
"CUNDINAMARCA","Guaduas","25320000","CAMION","05/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","05/01/2010","1"
"MAGDALENA","Santa Marta (CT)","47001000","TRACTO_CAMION","05/01/2010","1"
"RISARALDA","Pereira (CT)","66001000","MOTOCICLETA","06/01/2010","1"
"ANTIOQUIA","El Santuario","05697000","MOTOCICLETA","06/01/2010","1"
"ANTIOQUIA","La Estrella","05380000","MOTOCICLETA","06/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","06/01/2010","1"
"SAN ANDRÉS","San Andrés (CT)","88001000","MOTOCICLETA","06/01/2010","1"
"META","Villavicencio (CT)","50001000","MOTOCICLETA","06/01/2010","1"
"NARIÑO","El Tambo","52260000","MOTOCICLETA","06/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","06/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","06/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","06/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","06/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","06/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","06/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","06/01/2010","1"
"BOYACÁ","Jenesano","15367000","MOTOCICLETA","06/01/2010","1"
"CAQUETÁ","Florencia (CT)","18001000","MOTOCICLETA","06/01/2010","1"
"CAUCA","Almaguer","19022000","MOTOCICLETA","06/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","06/01/2010","1"
"VALLE","Cartago","76147000","MOTOCICLETA","06/01/2010","1"
"MAGDALENA","Santa Marta (CT)","47001000","MOTOCICLETA","06/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","06/01/2010","1"
"NARIÑO","Ipiales","52356000","AUTOMOVIL","06/01/2010","1"
"SANTANDER","San Gil","68679000","CAMION","06/01/2010","1"
"VALLE","Cali (CT)","76001000","AUTOMOVIL","06/01/2010","1"
"META","Villavicencio (CT)","50001000","CAMION","06/01/2010","1"
"HUILA","La Plata","41396000","CAMIONETA","06/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","06/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","AUTOMOVIL","06/01/2010","1"
"CAUCA","Santander de Quilichao","19698007","CAMIONETA","06/01/2010","1"
"CUNDINAMARCA","Soacha","25754000","CAMPERO","06/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","CAMIONETA","06/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","CAMPERO","06/01/2010","1"
"ANTIOQUIA","Itagui","05360000","CAMIONETA","06/01/2010","1"
"CUNDINAMARCA","Tibacuy","25805000","VOLQUETA","06/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","CAMIONETA","06/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","CAMIONETA","06/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","AUTOMOVIL","06/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","AUTOMOVIL","06/01/2010","1"
"NARIÑO","Ipiales","52356000","CAMION","06/01/2010","1"
"NARIÑO","Pasto (CT)","52001000","AUTOMOVIL","06/01/2010","1"
"SANTANDER","Floridablanca","68276000","CAMION","06/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","06/01/2010","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","AUTOMOVIL","06/01/2010","1"
"RISARALDA","Santa Rosa de Cabal","66682000","AUTOMOVIL","06/01/2010","1"
"GUAJIRA","San Juan del Cesar","44650000","CAMION","06/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","AUTOMOVIL","06/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","06/01/2010","1"
"CUNDINAMARCA","Soacha","25754000","MOTOCICLETA","07/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","07/01/2010","1"
"CHOCÓ","Bajo Baudó","27077000","MOTOCICLETA","07/01/2010","1"
"VALLE","Tuluá","76834000","MOTOCICLETA","07/01/2010","1"
"GUAJIRA","Maicao","44430000","MOTOCICLETA","07/01/2010","1"
"BOLÍVAR","Cartagena (CT)","13001000","MOTOCICLETA","07/01/2010","1"
"BOYACÁ","Sogamoso","15759000","MOTOCICLETA","07/01/2010","1"
"ANTIOQUIA","Bello","05088000","MOTOCICLETA","07/01/2010","1"
"CÓRDOBA","Sahagún","23660000","MOTOCICLETA","07/01/2010","1"
"ANTIOQUIA","Bello","05088000","MOTOCICLETA","07/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","07/01/2010","1"
"SAN ANDRÉS","San Andrés (CT)","88001000","MOTOCICLETA","07/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","07/01/2010","1"
"GUAJIRA","Maicao","44430000","MOTOCICLETA","07/01/2010","1"
"MAGDALENA","Guamal","47318005","MOTOCICLETA","07/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","CAMIONETA","07/01/2010","1"
"CUNDINAMARCA","Zipacón","25898000","CAMION","07/01/2010","1"
"CUNDINAMARCA","Facatativá","25269000","CAMION","07/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","MICROBUS","07/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","07/01/2010","1"
"VALLE","Cali (CT)","76001000","AUTOMOVIL","07/01/2010","1"
"SANTANDER","Floridablanca","68276000","CAMION","07/01/2010","1"
"ANTIOQUIA","Bello","05088000","AUTOMOVIL","07/01/2010","1"
"CESAR","Pelaya","20550000","CAMIONETA","07/01/2010","1"
"VALLE","Cali (CT)","76001000","AUTOMOVIL","07/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","CAMPERO","07/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","CAMION","07/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","AUTOMOVIL","07/01/2010","1"
"HUILA","Neiva (CT)","41001000","CAMPERO","07/01/2010","1"
"ANTIOQUIA","Bello","05088000","TAXI","07/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","AUTOMOVIL","07/01/2010","1"
"VALLE","El Cerrito","76248000","AUTOMOVIL","07/01/2010","1"
"CAUCA","Popayán (CT)","19001000","AUTOMOVIL","07/01/2010","1"
"ANTIOQUIA","Envigado","05266000","AUTOMOVIL","07/01/2010","1"
"CAQUETÁ","Florencia (CT)","18001000","AUTOMOVIL","07/01/2010","1"
"ANTIOQUIA","Bello","05088000","TAXI","07/01/2010","1"
"NARIÑO","Pasto (CT)","52001000","CAMION","07/01/2010","1"
"CUNDINAMARCA","Zipacón","25898000","CAMION","07/01/2010","1"
"BOLÍVAR","Mompós","13468000","CAMPERO","07/01/2010","1"
"TOLIMA","Ibagué (CT)","73001000","MOTOCICLETA","08/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","08/01/2010","1"
"ANTIOQUIA","Bello","05088000","MOTOCICLETA","08/01/2010","1"
"VALLE","Roldanillo","76622000","MOTOCICLETA","08/01/2010","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","MOTOCICLETA","08/01/2010","1"
"META","Granada","50313000","MOTOCICLETA","08/01/2010","1"
"SUCRE","Sincelejo (CT)","70001000","MOTOCICLETA","08/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","MOTOCICLETA","08/01/2010","1"
"QUINDÍO","La Tebaida","63401000","MOTOCICLETA","08/01/2010","1"
"CAQUETÁ","Florencia (CT)","18001000","MOTOCICLETA","08/01/2010","1"
"TOLIMA","Ibagué (CT)","73001000","MOTOCICLETA","08/01/2010","1"
"CESAR","Curumaní","20228000","MOTOCICLETA","08/01/2010","1"
"RISARALDA","Pereira (CT)","66001000","MOTOCICLETA","08/01/2010","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","MOTOCICLETA","08/01/2010","1"
"BOLÍVAR","El Carmen de Bolívar","13244000","MOTOCICLETA","08/01/2010","1"
"NARIÑO","San Andres de Tumaco","52835000","MOTOCICLETA","08/01/2010","1"
"RISARALDA","Pereira (CT)","66001000","MOTOCICLETA","08/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","08/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","08/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","08/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","08/01/2010","1"
"CUNDINAMARCA","Mosquera","25473000","MOTOCICLETA","08/01/2010","1"
"ANTIOQUIA","Apartadó","05045000","MOTOCICLETA","08/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","CAMIONETA","08/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","CAMIONETA","08/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","TAXI","08/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","CAMIONETA","08/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","AUTOMOVIL","08/01/2010","1"
"BOLÍVAR","María La Baja","13442000","AUTOMOVIL","08/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","08/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","CAMIONETA","08/01/2010","1"
"CUNDINAMARCA","Funza","25286000","CAMIONETA","08/01/2010","1"
"RISARALDA","Pereira (CT)","66001000","AUTOMOVIL","08/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","08/01/2010","1"
"SANTANDER","Bucaramanga (CT)","68001000","AUTOMOVIL","08/01/2010","1"
"ANTIOQUIA","Bello","05088000","TRACTOMULA","08/01/2010","1"
"CAQUETÁ","Florencia (CT)","18001000","AUTOMOVIL","08/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","AUTOMOVIL","08/01/2010","1"
"VALLE","Cali (CT)","76001000","AUTOMOVIL","08/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","09/01/2010","1"
"SAN ANDRÉS","San Andrés (CT)","88001000","MOTOCICLETA","09/01/2010","1"
"CUNDINAMARCA","Soacha","25754000","MOTOCICLETA","09/01/2010","1"
"VALLE","Cali (CT)","76001000","MOTOCICLETA","09/01/2010","1"
"CÓRDOBA","Tierralta","23807000","MOTOCICLETA","09/01/2010","1"
"CÓRDOBA","Cereté","23162000","MOTOCICLETA","09/01/2010","1"
"BOYACÁ","Puerto Boyacá","15572000","MOTOCICLETA","09/01/2010","1"
"CAUCA","Paez","19517000","MOTOCICLETA","09/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","MOTOCICLETA","09/01/2010","1"
"ANTIOQUIA","Bello","05088000","MOTOCICLETA","09/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","MOTOCICLETA","09/01/2010","1"
"GUAJIRA","Maicao","44430000","MOTOCICLETA","09/01/2010","1"
"CAUCA","Santander de Quilichao","19698000","MOTOCICLETA","09/01/2010","1"
"ATLÁNTICO","Malambo","08433000","MOTOCICLETA","09/01/2010","1"
"ANTIOQUIA","San Pedro de Urabá","05665000","MOTOCICLETA","09/01/2010","1"
"MAGDALENA","Santa Marta (CT)","47001000","MOTOCICLETA","09/01/2010","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","MOTOCICLETA","09/01/2010","1"
"CÓRDOBA","Sahagún","23660000","MOTOCICLETA","09/01/2010","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","MOTOCICLETA","09/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","09/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","CAMION","09/01/2010","1"
"CAQUETÁ","Florencia (CT)","18001000","CAMION","09/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","TAXI","09/01/2010","1"
"MAGDALENA","Santa Marta (CT)","47001000","CAMPERO","09/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","09/01/2010","1"
"ANTIOQUIA","Medellín (CT)","05001000","AUTOMOVIL","09/01/2010","1"
"VALLE","Cali (CT)","76001000","AUTOMOVIL","09/01/2010","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","CAMION","09/01/2010","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","AUTOMOVIL","09/01/2010","1"
